sn,zhel,zcmb,st,est,Mmax,eMmax,t0,EBVmw,eEBVmw,covMs,meth,BV,eBV,covBV_M,host,dist,edist,kmag,ekmag,dsbf,ed,m,em,ml,mu,sample,subtype,quality,caltype
SN2006lu,0.0533667,0.0543967,1.002,0.019,17.711,0.031,5.0,0.0986,0.0099,-1.594e-05,,-0.018000000000000682,0.0658027355054484,0.0,N/A,-1.0,-1.0,,,,,10.29,,10.22,10.37,CSPI,Ia,0.984,none
SN2006mr,0.0058667,0.00551,0.335,0.004,14.269,0.028,-4.4,0.0179,0.0018,3.874e-05,,0.7310000000000016,0.02758622844826744,0.0,N/A,-1.0,-1.0,,,,,11.19,,10.79,11.38,CSPI,Ia-91bg,0.947,none
SN2006ob,0.0591967,0.0582567,0.743,0.009,18.284,0.011,-3.0,0.0285,0.0029,4.891e-06,,0.1109999999999971,0.014866068747318505,0.0,N/A,-1.0,-1.0,,,,,11.26,,11.08,11.33,CSPI,Ia,0.986,none
SN2006os,0.0327867,0.03208,0.944,0.02,17.165,0.031,1.0,0.1254,0.0125,-1.118e-05,,0.31700000000000017,0.065,0.0,N/A,-1.0,-1.0,,,,,10.81,,10.66,10.87,CSPI,Ia,0.982,none
SN2006py,0.05786,0.0566433,0.975,0.018,17.921,0.013,-1.6,0.0518,0.0052,-3.022e-05,,0.07700000000000173,0.0206155281280883,0.0,N/A,-1.0,-1.0,,,,,9.1,,8.94,9.24,CSPI,Ia,0.968,none
SN2007A,0.0176333,0.0164633,1.047,0.02,15.534,0.009,-4.6,0.0631,0.0063,5.53e-05,,0.2010000000000005,0.01,0.0,N/A,-1.0,-1.0,,,,,10.57,,10.57,10.57,CSPI,Ia,0.98,none
SN2007N,0.01287,0.014,0.375,0.006,16.786,0.017,-0.7,0.0343,0.0034,3.151e-05,,0.9529999999999994,0.023600847442411893,0.0,N/A,-1.0,-1.0,,,,,10.19,,10.1,10.57,CSPI,Ia-91bg,0.976,none
SN2007S,0.01387,0.0150233,1.187,0.007,15.303,0.009,-10.6,0.0224,0.0022,1.809e-05,,0.36599999999999966,0.010816653826391968,0.0,N/A,-1.0,-1.0,,,,,9.98,,9.63,10.16,CSPI,Ia-91T,0.973,none
SN2007ai,0.03164,0.0319867,1.195,0.015,16.863,0.011,-0.6,0.286,0.0286,5.068e-05,,0.1819999999999986,0.013601470508735444,0.0,N/A,-1.0,-1.0,,,,,9.91,,9.76,10.18,CSPI,Ia-91T,0.985,none
SN2007al,0.0121133,0.0132629,0.385,0.006,16.46,0.019,-0.3,0.036,0.0036,3.556e-05,,0.6999999999999993,0.025,0.0,N/A,-1.0,-1.0,,,,,9.47,,9.33,9.91,CSPI,Ia-91bg,0.971,none
SN2007as,0.01756,0.0178967,0.89,0.004,15.445,0.007,-0.5,0.1229,0.0123,1.735e-06,,0.08000000000000007,0.008602325267042627,0.0,N/A,-1.0,-1.0,,,,,10.36,,10.24,10.43,CSPI,Ia,0.98,none
SN2007ax,0.0068567,0.0076367,0.404,0.008,15.342,0.02,-2.9,0.0446,0.0045,5.237e-05,,0.6890000000000018,0.025612496949731396,0.0,N/A,-1.0,-1.0,,,,,10.23,,10.13,10.29,CSPI,Ia-91bg,0.924,none
SN2007ba,0.0384867,0.0390533,0.556,0.008,17.345,0.015,-7.1,0.0315,0.0032,2.412e-05,,0.32800000000000296,0.019209372712298545,0.0,N/A,-1.0,-1.0,,,,,10.99,,10.9,11.06,CSPI,Ia-91bg,0.796,none
SN2007bc,0.0207567,0.02185,0.909,0.005,15.868,0.007,-2.9,0.0186,0.0019,4.276e-06,,0.03300000000000125,0.008602325267042627,0.0,N/A,-1.0,-1.0,,,,,10.73,,10.65,10.78,CSPI,Ia,0.983,none
SN2007bd,0.0309967,0.0318267,0.917,0.006,16.624,0.013,-9.6,0.0289,0.0029,1.253e-05,,-0.0010000000000012221,0.015620499351813309,0.0,N/A,-1.0,-1.0,,,,,10.82,,10.68,10.89,CSPI,Ia,0.984,none
SN2007bm,0.0062067,0.00744,0.906,0.006,13.847,0.031,4.2,0.0354,0.0035,-1.404e-06,,0.4209999999999994,0.01,0.0,N/A,-1.0,-1.0,,,,,10.27,,10.09,10.72,CSPI,Ia,0.958,none
SN2007ca,0.0140567,0.01507,1.077,0.012,15.589,0.009,-8.9,0.057,0.0057,2.627e-05,,0.2599999999999998,0.009899494936611667,0.0,N/A,-1.0,-1.0,,,,,9.69,,9.52,9.74,CSPI,Ia,0.979,none
SN2007cg,0.0331733,0.0341676,1.069,0.053,17.318,0.043,7.9,0.0686,0.0069,-5.635e-06,,0.6880000000000024,0.0970051545022222,0.0,N/A,-1.0,-1.0,,,,,10.37,,10.33,10.43,CSPI,Ia,0.39,none
SN2007hj,0.0141033,0.0128818,0.636,0.005,15.405,0.007,-1.5,0.0747,0.0075,-3.432e-06,,0.21600000000000108,0.009219544457292887,0.0,N/A,-1.0,-1.0,,,,,10.45,,10.3,10.89,CSPI,Ia,0.961,none
SN2007hx,0.07976,0.0788733,1.017,0.03,19.117,0.036,0.6,0.0299,0.003,-2.244e-05,,0.21699999999999875,0.0738173421358423,0.0,N/A,-1.0,-1.0,,,,,10.55,,10.45,10.62,CSPI,Ia,0.985,none
SN2007jd,0.0725833,0.0719112,0.893,0.035,18.873,0.038,0.3,0.066,0.0066,-5.189e-05,,0.09499999999999886,0.07981227975693966,0.0,N/A,-1.0,-1.0,,,,,10.13,,9.93,10.18,CSPI,Ia,0.942,none
SN2007jg,0.0371067,0.0365767,0.94,0.006,17.327,0.009,-3.0,0.0904,0.009,8.342e-06,,0.029999999999997584,0.01,0.0,N/A,-1.0,-1.0,,,,,8.1,,7.95,8.22,CSPI,Ia,0.974,none
SN2007jh,0.0407667,0.0402667,0.6,0.015,17.989,0.018,-2.9,0.0902,0.009,6.163e-05,,0.27199999999999847,0.026248809496813377,0.0,N/A,-1.0,-1.0,,,,,10.99,,10.89,11.04,CSPI,Ia-86G,0.981,none
SN2007le,0.0067167,0.0055233,1.019,0.004,13.541,0.006,-6.7,0.0287,0.0029,3.805e-06,,0.2919999999999998,0.006403124237432849,0.0,N/A,-1.0,-1.0,,,,,9.85,,9.71,10.16,CSPI,Ia,0.955,none
SN2007mm,0.066354,0.0688733,0.506,0.016,19.207,0.021,-7.2,0.0313,0.0031,0.00013,,0.4059999999999988,0.03720215047547654,0.0,N/A,-1.0,-1.0,,,,,11.36,,11.36,11.36,CSPI,Ia-86G,0.983,none
SN2007nq,0.045,0.0439033,0.78,0.006,17.456,0.008,-1.2,0.0312,0.0031,-2.551e-06,,0.05900000000000105,0.011401754250991379,0.0,N/A,-1.0,-1.0,,,,,11.21,,11.15,11.28,CSPI,Ia,0.952,none
SN2007ol,0.05587,0.054882,0.678,0.029,18.168,0.029,-3.6,0.0215,0.0022,-9.695e-05,,-0.0730000000000004,0.029068883707497266,0.0,N/A,-1.0,-1.0,,,,,9.82,,9.71,9.93,CSPI,Ia,0.972,none
SN2007on,0.00649,0.0061833,0.588,0.003,12.968,0.011,-8.4,0.0098,0.001,1.53e-06,,0.11599999999999966,0.012041594578792296,0.0,N/A,-1.0,-1.0,,,,,11.04,,10.78,11.45,CSPI,Ia,0.957,none
SN2007so,0.0296667,0.0289285,0.923,0.009,16.428,0.036,24.0,0.1161,0.0116,2.515e-05,,0.012000000000000455,0.07803204469959761,0.0,N/A,-1.0,-1.0,,,,,10.97,,10.89,11.07,CSPI,Ia,,none
SN2007st,0.0211667,0.0206508,0.862,0.022,15.702,0.04,4.3,0.0143,0.0014,-5.233e-05,,0.1479999999999997,0.08360023923410746,0.0,N/A,-1.0,-1.0,,,,,10.95,,10.85,11.4,CSPI,Ia,0.951,none
SN2007ux,0.0308933,0.031996,0.624,0.006,17.245,0.008,-0.3,0.0386,0.0039,-5.921e-06,,0.21300000000000097,0.01,0.0,N/A,-1.0,-1.0,,,,,10.3,,10.23,10.34,CSPI,Ia-86G,0.981,none
SN2008C,0.01661,0.0170667,0.969,0.024,15.481,0.037,3.5,0.072,0.0072,-5.96e-05,,0.16500000000000092,0.07440430095095309,0.0,N/A,-1.0,-1.0,,,,,10.49,,10.35,10.55,CSPI,Ia,0.981,none
SN2008L,0.0194,0.0188584,0.771,0.016,15.452,0.022,-9.1,0.1357,0.0136,4.038e-05,,-0.06300000000000061,0.02483948469674844,0.0,NGC1259,34.365,0.105,10.663,0.045,74.6,3.6,10.888,0.12,10.768,11.008,N/A,N/A,0.0,s
SN2008O,0.03883,0.039318,0.683,0.01,17.711,0.012,-1.2,0.0763,0.0076,-8.812e-06,,0.31400000000000006,0.016401219466856725,0.0,N/A,-1.0,-1.0,,,,,11.33,,11.12,11.59,CSPI,Ia,0.986,none
SN2008R,0.0134933,0.0128867,0.633,0.006,15.166,0.009,-1.3,0.0618,0.0062,4.576e-06,,0.11999999999999922,0.01063014581273465,0.0,NGC1200,33.66,0.08,0.0,0.0,0.0,0.0,11.25,0.12,11.13,11.37,N/A,N/A,0.0,s
SN2008ar,0.02613,0.0272474,0.975,0.004,16.269,0.009,-7.1,0.0311,0.0031,8.999e-06,,0.009000000000000341,0.011401754250991379,0.0,N/A,-1.0,-1.0,,,,,10.21,,10.11,10.28,CSPI,Ia,0.984,none
SN2008bc,0.0150767,0.0157067,1.058,0.005,14.902,0.005,-6.2,0.2251,0.0225,4.012e-07,,-0.02800000000000047,0.00565685424949238,0.0,N/A,-1.0,-1.0,,,,,10.1,,9.95,10.23,CSPI,Ia,0.979,none
SN2008bd,0.0300833,0.0312803,0.656,0.04,17.378,0.039,15.3,0.0751,0.0075,-0.001256,,0.34499999999999886,0.06762396025078685,0.0,N/A,-1.0,-1.0,,,,,11.07,,10.99,11.13,CSPI,Ia-91bg,,none
SN2008bf,0.0234837,0.0245538,1.019,0.004,15.883,0.005,-7.2,0.0296,0.003,3.73e-06,,-0.045999999999999375,0.006403124237432849,0.0,N/A,-1.0,-1.0,,,,,11.4,,11.4,11.4,CSPI,Ia,0.982,none
SN2008bi,0.0134367,0.0143882,0.512,0.023,16.404,0.054,7.4,0.037,0.0037,3.457e-05,,0.5790000000000006,0.1292478239662084,0.0,N/A,-1.0,-1.0,,,,,10.38,,10.27,10.48,CSPI,Ia-91bg,0.972,none
SN2008bq,0.0339767,0.0344433,1.146,0.009,16.695,0.007,-0.2,0.0774,0.0077,2.728e-05,,0.045000000000001705,0.009219544457292887,0.0,N/A,-1.0,-1.0,,,,,10.82,,10.74,10.91,CSPI,Ia,0.983,none
SN2008bt,0.0153533,0.0165796,0.492,0.008,16.145,0.011,-1.3,0.0445,0.0044,3.518e-05,,0.5249999999999986,0.01345362404707371,0.0,N/A,-1.0,-1.0,,,,,10.85,,10.7,10.91,CSPI,Ia-91bg,0.979,none
SN2008bz,0.0602367,0.0613265,0.944,0.023,18.158,0.03,1.4,0.0226,0.0023,-3.165e-05,,-0.04299999999999926,0.06420280367709809,0.0,N/A,-1.0,-1.0,,,,,10.5,,10.44,10.56,CSPI,Ia,0.957,none
SN2008cc,0.0103867,0.0101222,0.809,0.018,14.216,0.028,8.4,0.0355,0.0035,-1.83e-05,,0.15999999999999837,0.0660302960768767,0.0,N/A,-1.0,-1.0,,,,,10.48,,10.4,10.64,CSPI,Ia,0.965,none
SN2008cd,0.0074067,0.0084623,1.08,0.144,16.327,0.061,11.3,0.0592,0.0059,0.004979,,1.6620000000000026,0.13621306838919678,0.0,N/A,-1.0,-1.0,,,,,9.54,,9.43,9.64,CSPI,Ia,0.87,none
SN2008cf,0.0459682,0.0468269,1.093,0.036,17.233,0.03,1.0,0.0577,0.0058,5.955e-05,,0.010999999999999233,0.06280127387243033,0.0,N/A,-1.0,-1.0,,,,,8.73,,8.59,8.97,CSPI,Ia,0.986,none
SN2008ff,0.0191933,0.0186725,1.087,0.009,15.317,0.009,19.5,0.0436,0.0044,1.543e-05,,0.17900000000000027,0.018357559750685818,0.0,N/A,-1.0,-1.0,,,,,10.8,,10.8,10.8,CSPI,Ia,0.981,none
SN2008fl,0.0199,0.0194172,0.882,0.017,15.665,0.026,3.0,0.1569,0.0157,-5.322e-06,,0.05599999999999916,0.05940538696111658,0.0,N/A,-1.0,-1.0,,,,,10.94,,10.87,11.01,CSPI,Ia,0.982,none
SN2008fp,0.00566,0.0062867,1.103,0.008,13.412,0.006,-4.5,0.1686,0.0169,9.418e-06,,0.4800000000000004,0.006403124237432849,0.0,N/A,-1.0,-1.0,,,,,10.2,,10.15,10.63,CSPI,Ia,0.944,none
SN2008fr,0.0389733,0.0379062,1.043,0.026,16.981,0.033,7.8,0.0395,0.004,-3.578e-05,,-0.00999999999999801,0.07200694410957877,0.0,N/A,-1.0,-1.0,,,,,7.73,,7.58,7.92,CSPI,Ia,0.981,none
SN2008fu,0.05237,0.0518336,0.824,0.024,17.866,0.038,7.0,0.018,0.0018,-4.561e-05,,-0.03400000000000247,0.08736704184073076,0.0,N/A,-1.0,-1.0,,,,,10.72,,10.66,10.8,CSPI,Ia,0.986,none
SN2008fw,0.0085433,0.0095066,1.117,0.024,14.012,0.029,9.0,0.1123,0.0112,4.198e-05,,0.07600000000000051,0.0658027355054484,0.0,N/A,-1.0,-1.0,,,,,10.49,,10.31,10.61,CSPI,Ia-91T,0.971,none
SN2008gg,0.0319933,0.0310658,1.058,0.026,16.469,0.028,3.5,0.0195,0.002,-1.197e-05,,0.14999999999999858,0.06420280367709809,0.0,N/A,-1.0,-1.0,,,,,10.73,,10.63,10.82,CSPI,Ia,0.984,none
SN2008gl,0.0339933,0.0329459,0.867,0.005,16.835,0.007,-2.9,0.0244,0.0024,5.184e-06,,0.028000000000002245,0.0078102496759066544,0.0,N/A,-1.0,-1.0,,,,,10.86,,10.81,10.92,CSPI,Ia,0.977,none
SN2008go,0.0623667,0.0613133,0.938,0.018,18.043,0.008,-0.5,0.032,0.0032,-3.379e-06,,0.04200000000000159,0.01,0.0,N/A,-1.0,-1.0,,,,,10.94,,10.89,11.0,CSPI,Ia,0.986,none
SN2008gp,0.03339,0.0328233,0.979,0.004,16.595,0.009,-10.6,0.1042,0.0104,5.084e-06,,-0.029999999999997584,0.01063014581273465,0.0,N/A,-1.0,-1.0,,,,,10.73,,10.64,10.79,CSPI,Ia,0.985,none
SN2008hj,0.0378667,0.0367224,1.008,0.005,16.878,0.006,-6.3,0.0303,0.003,4.605e-06,,-0.007999999999999119,0.007071067811865475,0.0,N/A,-1.0,-1.0,,,,,10.4,,10.2,10.69,CSPI,Ia,0.983,none
SN2008hs,0.017349,0.0166411,0.611,0.006,16.04,0.015,-10.6,0.0497,0.005,1.89e-05,,0.07499999999999929,0.02441311123146741,0.0,NGC0910,34.459,0.093,9.357,0.033,77.9,3.3,11.504,0.103,11.401,11.607,N/A,N/A,0.0,s
SN2008hu,0.0496656,0.050526,0.822,0.024,17.892,0.033,0.1,0.0921,0.0092,-1.55e-05,,0.0259999999999998,0.07,0.0,N/A,-1.0,-1.0,,,,,10.99,,10.84,11.07,CSPI,Ia,0.985,none
SN2008hv,0.01254,0.01358,0.869,0.004,14.869,0.009,-10.7,0.0279,0.0028,7.095e-06,,-0.04600000000000115,0.011401754250991379,0.0,NGC2765,33.725,0.083,0.0,0.0,0.0,0.0,10.55,0.18,10.370000000000001,10.73,N/A,N/A,0.0,s
SN2008ia,0.0219833,0.02254,0.836,0.006,15.971,0.013,-3.8,0.1954,0.0195,9.884e-06,,-0.03500000000000014,0.015556349186104044,0.0,ESO125-G006,34.896,0.195,0.0,0.0,0.0,0.0,10.77,0.5,10.27,11.27,N/A,N/A,0.0,s
SN2009D,0.02499,0.024654,1.157,0.007,15.858,0.005,-6.4,0.0441,0.0044,2.822e-06,,-0.02099999999999902,0.00565685424949238,0.0,N/A,-1.0,-1.0,,,,,10.43,,10.35,10.5,CSPI,Ia,0.984,none
SN2009F,0.0129467,0.01291,0.384,0.007,16.1,0.029,-4.9,0.0895,0.0089,9.52e-05,,0.5570000000000022,0.025495097567963924,0.0,N/A,-1.0,-1.0,,,,,10.79,,10.61,11.22,CSPI,Ia-91bg,0.97,none
SN2009I,0.02615,0.0254309,1.083,0.035,17.255,0.015,-3.7,0.0272,0.0027,0.0001551,,0.6509999999999998,0.018439088914585774,0.0,N/A,-1.0,-1.0,,,,,10.74,,10.53,10.88,CSPI,Ia,0.969,none
SN2009P,0.0250867,0.0263202,1.082,0.042,16.563,0.017,-0.9,0.0415,0.0042,0.0002368,,0.4049999999999976,0.0214009345590327,0.0,N/A,-1.0,-1.0,,,,,9.87,,9.77,9.95,CSPI,Ia,0.982,none
SN2009Y,0.0093467,0.0101034,1.143,0.01,13.899,0.011,-4.5,0.0873,0.0087,2.038e-05,,0.1460000000000008,0.012041594578792296,0.0,N/A,-1.0,-1.0,,,,,10.76,,10.66,10.95,CSPI,Ia,0.97,none
SN2009aa,0.02729,0.0284814,0.944,0.004,16.396,0.01,-8.9,0.0295,0.0029,6.511e-06,,0.012999999999998124,0.012041594578792296,0.0,N/A,-1.0,-1.0,,,,,10.6,,10.1,10.8,CSPI,Ia,0.983,none
SN2009ab,0.0111633,0.0108624,0.901,0.006,14.728,0.009,-9.1,0.1838,0.0184,9.271e-06,,0.034999999999998366,0.01063014581273465,0.0,N/A,-1.0,-1.0,,,,,10.35,,10.2,10.78,CSPI,Ia,0.959,none
SN2009ad,0.02838,0.0283174,1.105,0.015,16.285,0.01,-7.7,0.0953,0.0095,1.011e-05,,0.030999999999998806,0.01131370849898476,0.0,N/A,-1.0,-1.0,,,,,10.58,,10.5,10.64,CSPI,Ia,0.984,none
SN2009ag,0.0086333,0.0092477,0.967,0.005,14.427,0.012,-1.5,0.218,0.0218,-1.345e-06,,0.1490000000000009,0.014212670403551895,0.0,N/A,-1.0,-1.0,,,,,10.2,,9.99,10.6,CSPI,Ia,0.97,none
SN2009al,0.02209,0.0232764,0.922,0.013,16.117,0.026,-3.3,0.0212,0.0021,4.686e-05,,0.18599999999999994,0.027802877548915687,0.0,N/A,-1.0,-1.0,,,,,10.72,,10.66,10.77,CSPI,Ia,0.98,none
SN2009cz,0.0211233,0.0219786,1.167,0.011,15.742,0.009,-5.8,0.0221,0.0022,2.321e-05,,0.019000000000000128,0.009899494936611667,0.0,N/A,-1.0,-1.0,,,,,10.75,,10.68,10.84,CSPI,Ia,0.982,none
SN2009ds,0.0192467,0.0204662,1.121,0.015,15.43,0.012,-8.7,0.0332,0.0033,1.477e-05,,0.10599999999999987,0.012727922061357855,0.0,N/A,-1.0,-1.0,,,,,10.77,,10.62,10.97,CSPI,Ia,0.982,none
SN2009le,0.0177733,0.017027,1.088,0.011,15.279,0.008,-10.1,0.0143,0.0014,-7.807e-06,,0.12199999999999989,0.00848528137423857,0.0,N/A,-1.0,-1.0,,,,,10.84,,10.66,11.31,CSPI,Ia,0.976,none
SN2010Y,0.0109,0.0112644,0.658,0.006,15.015,0.012,-8.4,0.0117,0.0012,1.916e-05,,0.02200000000000024,0.016401219466856725,0.0,NGC3392,33.861,0.088,10.862,0.05,59.2,2.4,10.58,0.106,10.474,10.686,N/A,N/A,0.0,s
SN2011iy,0.0042633,0.0053357,1.038,0.006,11.932,0.006,15.6,0.0529,0.0053,4.642e-06,,0.24399999999999977,0.012206555615733704,0.0,N/A,-1.0,-1.0,,,,,10.39,,10.21,10.83,CSPII,Ia,0.9,none
SN2011jh,0.0077833,0.0089154,0.789,0.005,14.566,0.006,-8.5,0.0322,0.0032,7.956e-06,,0.3680000000000003,0.0078102496759066544,0.0,N/A,-1.0,-1.0,,,,,10.09,,10.02,10.16,CSPII,Ia,0.966,none
SN2011jn,0.0474433,0.0485384,0.641,0.021,17.937,0.038,5.4,0.0593,0.0059,-6.057e-05,,0.12100000000000222,0.08848163651289458,0.0,N/A,-1.0,-1.0,,,,,11.35,,11.23,11.78,CSPII,Ia,0.982,none
SN2011jt,0.02778,0.0284695,0.958,0.027,16.498,0.025,10.7,0.0386,0.0039,-0.0001727,,0.17799999999999727,0.08241965784932621,0.0,N/A,-1.0,-1.0,,,,,10.39,,10.25,10.52,CSPII,Ia,0.985,none
SN2012E,0.0202367,0.019439,0.846,0.008,15.69,0.007,-1.5,0.0649,0.0065,-6.233e-06,,0.010999999999999233,0.009219544457292887,0.0,N/A,-1.0,-1.0,,,,,10.54,,10.36,10.73,CSPII,Ia,0.982,none
SN2012G,0.0258,0.0268487,1.154,0.006,16.156,0.005,-0.3,0.0205,0.0021,1.42e-05,,-0.03999999999999915,0.006403124237432849,0.0,N/A,-1.0,-1.0,,,,,9.73,,9.58,9.84,CSPII,Ia,0.973,none
SN2012U,0.0197233,0.0193386,0.904,0.023,15.525,0.036,9.3,0.0227,0.0023,-3.289e-05,,-0.019000000000000128,0.07963039620647382,0.0,N/A,-1.0,-1.0,,,,,10.56,,10.38,10.74,CSPII,Ia,0.975,none
SN2012ah,0.0123933,0.0123697,0.904,0.022,14.619,0.033,4.6,0.1545,0.0155,-4.483e-05,,-0.07500000000000107,0.0722011080247388,0.0,N/A,-1.0,-1.0,,,,,11.5,,11.5,11.5,CSPII,Ia,0.974,none
SN2012aq,0.0519633,0.0525508,0.995,0.018,17.701,0.028,6.7,0.0338,0.0034,-1.443e-05,,0.006000000000000227,0.06300793600809346,0.0,N/A,-1.0,-1.0,,,,,7.77,,7.63,8.01,CSPII,Ia,0.972,none
SN2012ar,0.02824,0.028536,0.807,0.006,16.532,0.004,-1.6,0.2024,0.0202,-1.768e-06,,0.03300000000000125,0.006403124237432849,0.0,N/A,-1.0,-1.0,,,,,10.94,,10.84,11.02,CSPII,Ia,0.982,none
SN2012bl,0.0186933,0.0181998,1.08,0.016,15.282,0.008,-4.2,0.0297,0.003,4.368e-05,,0.04400000000000048,0.00848528137423857,0.0,N/A,-1.0,-1.0,,,,,10.09,,9.85,10.24,CSPII,Ia,0.977,none
SN2012bo,0.0254133,0.0265314,1.154,0.007,16.23,0.005,-4.6,0.0447,0.0045,1.19e-05,,0.011999999999996902,0.006403124237432849,0.0,N/A,-1.0,-1.0,,,,,10.32,,10.15,10.4,CSPII,Ia,0.983,none
SN2012gm,0.01478,0.013553,0.987,0.004,15.156,0.004,-7.5,0.0393,0.0039,2.235e-06,,0.17300000000000004,0.004242640687119285,0.0,N/A,-1.0,-1.0,,,,,10.01,,9.9,10.08,CSPII,Ia,0.977,none
SN2012hd,0.0119433,0.0111341,0.888,0.004,14.76,0.006,-12.3,0.0228,0.0023,5.366e-06,,0.12299999999999933,0.0078102496759066544,0.0,N/A,-1.0,-1.0,,,,,10.44,,10.38,10.54,CSPII,Ia,0.973,none
SN2012hl,0.0329772,0.0318991,0.928,0.022,17.281,0.008,-1.6,0.053,0.0053,1.707e-05,,0.34399999999999764,0.011401754250991379,0.0,N/A,-1.0,-1.0,,,,,7.31,,7.18,7.46,CSPII,Ia,0.939,none
SN2012hr,0.0075567,0.0078716,0.973,0.001,13.722,0.003,-9.4,0.0389,0.0039,8.191e-07,,0.008999999999998565,0.004242640687119285,0.0,N/A,-1.0,-1.0,,,,,10.32,,10.21,10.45,CSPII,Ia,0.966,none
SN2012id,0.0157367,0.0155401,0.824,0.033,15.247,0.038,2.9,0.4255,0.0426,-0.0001693,,0.054999999999999716,0.0776659513557904,0.0,N/A,-1.0,-1.0,,,,,10.01,,9.85,10.16,CSPII,Ia,0.977,none
SN2012ij,0.01099,0.012107,0.536,0.008,15.318,0.011,-4.3,0.0235,0.0024,2.465e-05,,0.2569999999999997,0.016278820596099707,0.0,N/A,-1.0,-1.0,,,,,9.94,,9.8,10.11,CSPII,Ia,0.969,none
SN2013E,0.0094067,0.0104565,1.129,0.004,13.775,0.004,-9.7,0.0843,0.0084,4.712e-06,,0.07600000000000051,0.004242640687119285,0.0,N/A,-1.0,-1.0,,,,,9.96,,9.83,9.99,CSPII,Ia,0.951,none
SN2013H,0.0154767,0.0158792,1.048,0.005,15.442,0.005,-10.5,0.1134,0.0113,6.082e-06,,0.18599999999999994,0.006403124237432849,0.0,N/A,-1.0,-1.0,,,,,10.5,,10.32,10.6,CSPII,Ia,0.98,none
SN2013M,0.03493,0.0357427,0.941,0.005,16.662,0.009,-7.1,0.0719,0.0072,7.03e-06,,0.022999999999999687,0.013038404810405297,0.0,N/A,-1.0,-1.0,,,,,10.9,,10.73,11.04,CSPII,Ia,0.934,none
SN2013U,0.0344833,0.0356518,1.213,0.011,16.879,0.008,-3.9,0.0245,0.0025,3.03e-05,,0.1680000000000028,0.01,0.0,N/A,-1.0,-1.0,,,,,10.27,,10.15,10.31,CSPII,Ia-91T,0.842,none
SN2013aa,0.0039967,0.0046654,1.002,0.002,11.312,0.004,-4.8,0.1458,0.0146,1.307e-06,,-0.0779999999999994,0.005,0.0,N/A,-1.0,-1.0,,,,,9.99,,9.85,10.12,CSPII,Ia,0.888,none
SN2013ad,0.0363748,0.0358694,0.991,0.013,16.295,0.008,-2.7,0.3692,0.0369,1.365e-06,,-0.08899999999999864,0.01,0.0,N/A,-1.0,-1.0,,,,,11.5,,11.5,11.5,CSPII,Ia,0.639,none
SN2013aj,0.00912,0.0100653,0.794,0.005,14.112,0.006,-4.9,0.0316,0.0032,4.891e-06,,0.0519999999999996,0.009219544457292887,0.0,N/A,-1.0,-1.0,,,,,9.99,,9.82,10.38,CSPII,Ia,0.969,none
SN2013as,0.0684526,0.0696439,1.007,0.021,18.416,0.03,3.5,0.0336,0.0034,-3.74e-05,,0.0009999999999976694,0.0658027355054484,0.0,N/A,-1.0,-1.0,,,,,8.59,,8.43,8.95,CSPII,Ia,0.984,none
SN2013ay,0.0157167,0.0156526,0.495,0.019,15.776,0.034,7.5,0.0622,0.0062,-3.878e-05,,0.5299999999999994,0.08348652585896721,0.0,N/A,-1.0,-1.0,,,,,10.72,,10.64,10.82,CSPII,Ia,0.953,none
SN2013az,0.0372533,0.037464,0.767,0.028,17.146,0.033,2.4,0.0271,0.0027,-8.075e-05,,0.08399999999999963,0.06940461079784253,0.0,N/A,-1.0,-1.0,,,,,10.99,,10.93,11.07,CSPII,Ia,0.972,none
SN2013bc,0.02245,0.023528,0.482,0.022,17.327,0.029,0.8,0.0407,0.0041,2.678e-06,,0.7510000000000012,0.0658027355054484,0.0,N/A,-1.0,-1.0,,,,,10.47,,10.28,10.55,CSPII,Ia,0.98,none
SN2013bz,0.01915,0.0201818,1.15,0.009,15.355,0.008,-5.0,0.0377,0.0038,2.615e-05,,0.15399999999999991,0.009899494936611667,0.0,N/A,-1.0,-1.0,,,,,9.98,,9.94,10.04,CSPII,Ia-91T,0.855,none
SN2013cg,0.0079467,0.009009,0.966,0.024,13.833,0.038,4.8,0.0749,0.0075,-9.537e-05,,0.08700000000000152,0.07602631123499284,0.0,N/A,-1.0,-1.0,,,,,10.13,,9.98,10.27,CSPII,Ia,0.97,none
SN2013ct,0.0038,0.0027369,1.002,0.006,11.818,0.005,22.7,0.0244,0.0024,-1.125e-05,,0.06400000000000006,0.0116619037896906,0.0,N/A,-1.0,-1.0,,,,,8.72,,8.57,8.89,CSPII,Ia,0.944,none
SN2013fy,0.0308467,0.0301903,1.17,0.011,16.324,0.008,-5.7,0.023,0.0023,3.336e-05,,0.022999999999999687,0.00848528137423857,0.0,N/A,-1.0,-1.0,,,,,10.86,,10.77,10.96,CSPII,Ia,0.985,none
SN2013fz,0.0205933,0.0205517,1.016,0.004,15.488,0.004,-2.7,0.0119,0.0012,1.362e-06,,0.004999999999999005,0.004242640687119285,0.0,N/A,-1.0,-1.0,,,,,10.69,,10.61,10.77,CSPII,Ia,0.98,none
SN2013gv,0.0340967,0.0334585,0.846,0.008,16.873,0.009,-6.4,0.1434,0.0143,2.079e-05,,-0.01799999999999713,0.012041594578792296,0.0,N/A,-1.0,-1.0,,,,,11.27,,11.16,11.56,CSPII,Ia,0.973,none
