sn,zhel,zcmb,st,est,Mmax,eMmax,t0,EBVmw,eEBVmw,covMs,Ho,eHo,meth,BV,eBV,covBV_M,host,dist,edist,kmag,ekmag,dsbf,ed,m,ml,mu,sample,subtype,quality,caltype
SN2012cg,0.001458,0.0025798,1.024,0.008,12.323,0.016,-10.0,0.0179,0.0018,4.607e-05,30.168,0.841,Ho,0.075,0.009,0.0,NGC4424,31.02,0.18,,,,,9.706,9.623,9.789,N/A,N/A,0.0,s
SN2012gm,0.01478,0.013553,0.987,0.004,15.26,0.01,-3.3,0.0393,0.0039,3.425e-06,,,,0.172,0.004,0.0,N/A,-1.0,-1.0,,,,,10.01,9.9,10.08,CSPII,Ia,0.977,none
SN2012hd,0.0119433,0.0111341,0.888,0.004,14.993,0.015,-8.6,0.0228,0.0023,1.67e-06,,,,0.122,0.008,0.0,N/A,-1.0,-1.0,,,,,10.44,10.38,10.54,CSPII,Ia,0.973,none
SN2012hr,0.0075567,0.0078716,0.973,0.001,14.143,0.006,-0.5,0.0389,0.0039,5.076e-07,,,,0.009,0.004,0.0,N/A,-1.0,-1.0,,,,,10.32,10.21,10.45,CSPII,Ia,0.966,none
SN2013E,0.0094067,0.0104565,1.131,0.004,14.213,0.049,15.2,0.0843,0.0084,1.595e-05,,,,0.075,0.004,0.0,N/A,-1.0,-1.0,,,,,9.96,9.83,9.99,CSPII,Ia,0.951,none
SN2013H,0.0154767,0.0158792,1.048,0.005,15.627,0.045,20.3,0.1134,0.0113,1.058e-05,,,,0.186,0.005,0.0,N/A,-1.0,-1.0,,,,,10.5,10.32,10.6,CSPII,Ia,0.98,none
SN2013M,0.03493,0.0357427,0.943,0.004,17.095,0.071,-1.3,0.0719,0.0072,-1.654e-06,,,,0.023,0.01,0.0,N/A,-1.0,-1.0,,,,,10.9,10.73,11.04,CSPII,Ia,0.934,none
SN2013U,0.0344833,0.0356518,1.239,0.011,16.86,0.082,12.2,0.0245,0.0025,0.0001105,,,,0.172,0.01,0.0,N/A,-1.0,-1.0,,,,,10.27,10.15,10.31,CSPII,Ia-91T,0.842,none
SN2013aa,0.0039967,0.0046654,1.002,0.002,11.727,0.008,3.4,0.1458,0.0146,-1.614e-06,,,,-0.068,0.004,0.0,N/A,-1.0,-1.0,,,,,9.99,9.85,10.12,CSPII,Ia,0.888,none
SN2013ad,0.0363748,0.0358694,0.991,0.013,16.827,0.021,3.5,0.3692,0.0369,-1.51e-05,,,,-0.09,0.011,0.0,N/A,-1.0,-1.0,,,,,11.5,11.5,11.5,CSPII,Ia,0.639,none
SN2013aj,0.00912,0.0100653,0.8,0.004,14.386,0.014,13.9,0.0316,0.0032,-2.202e-06,,,,0.052,0.006,0.0,N/A,-1.0,-1.0,,,,,9.99,9.82,10.38,CSPII,Ia,0.969,none
SN2013as,0.0684526,0.0696439,1.01,0.022,19.094,0.127,10.1,0.0336,0.0034,-0.0001083,,,,0.0,0.067,0.0,N/A,-1.0,-1.0,,,,,8.59,8.43,8.95,CSPII,Ia,0.984,none
SN2013ay,0.0157167,0.0156526,0.494,0.019,15.812,0.089,7.4,0.0622,0.0062,-0.0001681,,,,0.531,0.082,0.0,N/A,-1.0,-1.0,,,,,10.72,10.64,10.82,CSPII,Ia,0.953,none
SN2013az,0.0372533,0.037464,0.768,0.025,17.321,0.08,10.0,0.0271,0.0027,-8.485e-05,,,,0.089,0.064,0.0,N/A,-1.0,-1.0,,,,,10.99,10.93,11.07,CSPII,Ia,0.972,none
SN2013bc,0.02245,0.023528,0.481,0.023,17.113,0.089,0.5,0.0407,0.0041,-3.311e-06,,,,0.735,0.067,0.0,N/A,-1.0,-1.0,,,,,10.47,10.28,10.55,CSPII,Ia,0.98,none
SN2013bz,0.01915,0.0201818,1.152,0.009,15.597,0.02,0.0,0.0377,0.0038,1.443e-06,,,,0.152,0.009,0.0,N/A,-1.0,-1.0,,,,,9.98,9.94,10.04,CSPII,Ia-91T,0.855,none
SN2013fy,0.0308467,0.0301903,1.174,0.011,16.819,0.1,12.3,0.023,0.0023,0.0001023,,,,0.01,0.008,0.0,N/A,-1.0,-1.0,,,,,10.86,10.77,10.96,CSPII,Ia,0.985,none
SN2013fz,0.0205933,0.0205517,1.015,0.004,15.986,0.069,9.8,0.0119,0.0012,-2.243e-06,,,,-0.002,0.004,0.0,N/A,-1.0,-1.0,,,,,10.69,10.61,10.77,CSPII,Ia,0.98,none
SN2013gv,0.0340967,0.0334585,0.845,0.008,17.279,0.018,0.3,0.1434,0.0143,-3.525e-06,,,,-0.025,0.012,0.0,N/A,-1.0,-1.0,,,,,11.27,11.16,11.56,CSPII,Ia,0.973,none
SN2013gy,0.0140133,0.0135587,0.911,0.003,15.124,0.014,-8.7,0.0485,0.0049,3.673e-06,,,,-0.008,0.006,0.0,N/A,-1.0,-1.0,,,,,9.0,8.98,9.16,CSPII,Ia,0.976,none
SN2013hn,0.01513,0.0160268,0.821,0.026,15.573,0.123,10.1,0.0529,0.0053,-0.0001768,,,,-0.069,0.067,0.0,N/A,-1.0,-1.0,,,,,10.99,10.84,11.07,CSPII,Ia,0.98,none
SN2014I,0.0299933,0.0302041,0.916,0.003,16.854,0.014,-3.5,0.0207,0.0021,4.955e-07,,,,-0.022,0.006,0.0,N/A,-1.0,-1.0,,,,,10.9,10.76,11.31,CSPII,Ia,0.98,none
SN2014Z,0.02126,0.0209246,0.98,0.029,16.109,0.08,7.0,0.0246,0.0025,-0.0001688,,,,-0.019,0.06,0.0,N/A,-1.0,-1.0,,,,,10.75,10.66,10.81,CSPII,Ia,0.983,none
SN2014ba,0.0058367,0.0049902,0.338,0.021,14.085,0.079,4.7,0.0102,0.001,-5.256e-05,,,,0.944,0.09,0.0,N/A,-1.0,-1.0,,,,,10.64,10.56,11.06,CSPII,Ia-91bg,0.954,none
SN2014dl,0.0329433,0.0331433,1.227,0.013,16.515,0.018,0.4,0.0547,0.0055,7.6e-06,,,,0.019,0.007,0.0,N/A,-1.0,-1.0,,,,,9.48,9.19,9.68,CSPII,Ia-91T,0.694,none
SN2014dn,0.0221733,0.0221408,0.465,0.005,17.009,0.073,3.3,0.0161,0.0016,-3.199e-05,,,,0.653,0.01,0.0,N/A,-1.0,-1.0,,,,,10.65,10.58,10.72,CSPII,Ia,0.982,none
SN2014eg,0.01862,0.018331,1.183,0.01,14.978,0.063,4.1,0.0257,0.0026,1.606e-05,,,,0.247,0.009,0.0,N/A,-1.0,-1.0,,,,,11.62,11.47,11.73,CSPII,Ia-91T,0.947,none
SNhunt281,0.0040667,0.004706,0.692,0.003,13.828,0.012,0.4,0.0454,0.0045,-6.968e-06,,,,0.04,0.007,0.0,N/A,-1.0,-1.0,,,,,9.75,9.66,9.85,CSPII,Ia,0.947,none
