sn,zhel,zcmb,st,est,Mmax,eMmax,t0,EBVmw,eEBVmw,covMs,sample,subtype,quality,cosmo,phys,BV,eBV,covBV_M,ml,m,mu,dist,edist,covBVs,host,caltype
SN2006hb,0.0153333,0.0153367,0.685,0.018,15.853,0.064,4.4,0.0236,0.0024,-2.638e-05,CSPI,Ia-86G,0.98,0,0,0.1850000000000005,0.0660302960768767,0.0,10.05,10.22,10.39,-1.0,-1.0,-1.7909e-05,,
SN2006hx,0.0454633,0.0444033,0.977,0.012,17.838,0.054,-8.2,0.0256,0.0026,2.891e-05,CSPI,Ia,0.981,0,0,0.11599999999999966,0.03538361202590826,0.0,10.12,10.31,10.44,-1.0,-1.0,-1.909999999999999e-05,,
SN2006is,0.0313333,0.03142,1.092,0.037,17.039,0.075,5.5,0.029,0.0029,4.235e-05,CSPI,Ia,0.983,0,0,0.038999999999997925,0.06720119046564577,0.0,6.68,7.1,7.41,-1.0,-1.0,-0.00012373,,
SN2006kf,0.0212867,0.0208,0.771,0.005,16.483,0.012,-4.7,0.2097,0.021,2.94e-06,CSPI,Ia,0.981,0,0,0.0259999999999998,0.009219544457292887,0.0,10.59,10.82,10.9,-1.0,-1.0,3.766e-06,,
SN2006lu,0.0533667,0.0543967,1.002,0.019,18.31,0.065,5.1,0.0986,0.0099,-1.494e-05,CSPI,Ia,0.984,0,0,-0.018000000000000682,0.0658027355054484,0.0,10.22,10.29,10.37,-1.0,-1.0,-9.900000000000002e-06,,
SN2006mr,0.0058667,0.00551,0.335,0.004,14.454,0.034,-4.4,0.0179,0.0018,3.157e-05,CSPI,Ia-91bg,0.947,0,0,0.7310000000000016,0.02758622844826744,0.0,10.79,11.19,11.38,-1.0,-1.0,-1.0749999999999999e-05,,
SN2006ob,0.0591967,0.0582567,0.743,0.009,18.656,0.017,-3.0,0.0285,0.0029,-1.207e-05,CSPI,Ia,0.986,0,0,0.1109999999999971,0.014866068747318505,0.0,11.08,11.26,11.33,-1.0,-1.0,1.9908e-05,,
SN2006os,0.0327867,0.03208,0.944,0.02,17.55,0.068,1.0,0.1254,0.0125,-1.961e-05,CSPI,Ia,0.982,0,0,0.31700000000000017,0.065,0.0,10.66,10.81,10.87,-1.0,-1.0,-4.1e-06,,
SN2006py,0.05786,0.0566433,0.975,0.018,18.437,0.026,-1.6,0.0518,0.0052,-0.0001381,CSPI,Ia,0.968,0,0,0.07700000000000173,0.0206155281280883,0.0,8.94,9.1,9.24,-1.0,-1.0,6.08e-05,,
SN2007A,0.0176333,0.0164633,1.047,0.02,15.982,0.014,-4.6,0.0631,0.0063,-1.574e-05,CSPI,Ia,0.98,0,0,0.2010000000000005,0.01,0.0,10.57,10.57,10.57,34.527,0.25,0.00012521,N0105,c
SN2007N,0.01287,0.014,0.375,0.006,16.911,0.027,-0.7,0.0343,0.0034,7.215e-06,CSPI,Ia-91bg,0.976,0,0,0.9529999999999994,0.023600847442411893,0.0,10.1,10.19,10.57,-1.0,-1.0,6.75e-06,,
SN2007S,0.01387,0.0150233,1.187,0.007,15.721,0.015,-10.6,0.0224,0.0022,2.653e-05,CSPI,Ia-91T,0.973,0,0,0.36599999999999966,0.010816653826391968,0.0,9.63,9.98,10.16,-1.0,-1.0,-8.710000000000002e-07,,
SN2007af,0.00546,0.00629,0.949,0.002,13.652,0.008,-8.9,0.0338,0.0034,1.615e-06,CSPI,Ia,0.927,0,0,0.0649999999999995,0.007071067811865475,0.0,9.69,9.82,9.87,31.772,0.052,-4.719999999999999e-07,N5584,c
SN2007ai,0.03164,0.0319867,1.195,0.015,17.34,0.017,-0.6,0.286,0.0286,8.217e-07,CSPI,Ia-91T,0.985,0,0,0.1819999999999986,0.013601470508735444,0.0,9.76,9.91,10.18,-1.0,-1.0,-2.3566e-05,,
SN2007al,0.0121133,0.0132629,0.385,0.006,16.539,0.03,-0.2,0.036,0.0036,1.752e-05,CSPI,Ia-91bg,0.971,0,0,0.6999999999999993,0.025,0.0,9.33,9.47,9.91,-1.0,-1.0,3.759999999999998e-06,,
SN2007as,0.01756,0.0178967,0.89,0.004,16.092,0.013,-0.5,0.1229,0.0123,3.682e-07,CSPI,Ia,0.98,0,0,0.08000000000000007,0.008602325267042627,0.0,10.24,10.36,10.43,-1.0,-1.0,-8.719e-07,,
SN2007ax,0.0068567,0.0076367,0.404,0.008,15.475,0.03,-2.9,0.0446,0.0045,3.885e-05,CSPI,Ia-91bg,0.924,0,0,0.6890000000000018,0.025612496949731396,0.0,10.13,10.23,10.29,-1.0,-1.0,3.0930000000000004e-05,,
SN2007ba,0.0384867,0.0390533,0.556,0.008,17.678,0.024,-7.1,0.0315,0.0032,-1.209e-06,CSPI,Ia-91bg,0.796,0,0,0.32800000000000296,0.019209372712298545,0.0,10.9,10.99,11.06,-1.0,-1.0,-1.856e-05,,
SN2007bc,0.0207567,0.02185,0.909,0.005,16.389,0.013,-2.9,0.0186,0.0019,5.766e-06,CSPI,Ia,0.983,0,0,0.03300000000000125,0.008602325267042627,0.0,10.65,10.73,10.78,-1.0,-1.0,5.470000000000002e-07,,
SN2007bd,0.0309967,0.0318267,0.917,0.006,17.245,0.022,-9.6,0.0289,0.0029,1.761e-05,CSPI,Ia,0.984,0,0,-0.0010000000000012221,0.015620499351813309,0.0,10.68,10.82,10.89,-1.0,-1.0,1.4954999999999998e-05,,
SN2007bm,0.0062067,0.00744,0.906,0.006,14.157,0.015,-0.7,0.0354,0.0035,-2.463e-06,CSPI,Ia,0.958,0,0,0.4209999999999994,0.01,0.0,10.09,10.27,10.72,-1.0,-1.0,2.7202e-06,,
SN2007ca,0.0140567,0.01507,1.077,0.012,15.987,0.015,-8.9,0.057,0.0057,1.67e-05,CSPI,Ia,0.979,0,0,0.2599999999999998,0.009899494936611667,0.0,9.52,9.69,9.74,-1.0,-1.0,1.5218999999999998e-05,,
SN2007cg,0.0331733,0.0341676,1.069,0.053,17.643,0.078,7.9,0.0686,0.0069,-0.0003212,CSPI,Ia,0.39,0,0,0.6880000000000024,0.0970051545022222,0.0,10.33,10.37,10.43,-1.0,-1.0,0.00013540000000000004,,
SN2007hj,0.0141033,0.0128818,0.636,0.005,15.808,0.012,-1.5,0.0747,0.0075,-1.509e-05,CSPI,Ia,0.961,0,0,0.21600000000000108,0.009219544457292887,0.0,10.3,10.45,10.89,-1.0,-1.0,-5.622e-06,,
SN2007hx,0.07976,0.0788733,1.017,0.03,19.462,0.077,0.6,0.0299,0.003,-0.0001041,CSPI,Ia,0.985,0,0,0.21699999999999875,0.0738173421358423,0.0,10.45,10.55,10.62,-1.0,-1.0,-2.3160000000000002e-05,,
SN2007jd,0.0725833,0.0719112,0.893,0.035,19.311,0.083,0.3,0.066,0.0066,-0.0001841,CSPI,Ia,0.942,0,0,0.09499999999999886,0.07981227975693966,0.0,9.93,10.13,10.18,-1.0,-1.0,-7.623e-05,,
SN2007jg,0.0371067,0.0365767,0.94,0.006,17.886,0.013,-3.0,0.0904,0.009,-4.39e-06,CSPI,Ia,0.974,0,0,0.029999999999997584,0.01,0.0,7.95,8.1,8.22,-1.0,-1.0,3.5699999999999997e-06,,
SN2007jh,0.0407667,0.0402667,0.6,0.015,18.376,0.033,-2.9,0.0902,0.009,-4.858e-05,CSPI,Ia-86G,0.981,0,0,0.27199999999999847,0.026248809496813377,0.0,10.89,10.99,11.04,-1.0,-1.0,-4.0419999999999996e-05,,
SN2007le,0.0067167,0.0055233,1.019,0.004,14.077,0.009,-6.7,0.0287,0.0029,1.003e-06,CSPI,Ia,0.955,0,0,0.2919999999999998,0.006403124237432849,0.0,9.71,9.85,10.16,-1.0,-1.0,3.0399999999999997e-06,,
SN2007mm,0.066354,0.0688733,0.506,0.016,19.484,0.031,-7.2,0.0313,0.0031,5.053e-05,CSPI,Ia-86G,0.983,0,0,0.4059999999999988,0.03720215047547654,0.0,11.36,11.36,11.36,-1.0,-1.0,-7.217000000000001e-05,,
SN2007nq,0.045,0.0439033,0.78,0.006,17.923,0.014,-1.2,0.0312,0.0031,-2.334e-06,CSPI,Ia,0.952,0,0,0.05900000000000105,0.011401754250991379,0.0,11.15,11.21,11.28,-1.0,-1.0,5.108e-06,,
SN2007on,0.00649,0.0061833,0.588,0.003,13.382,0.022,-8.4,0.0098,0.001,-2.316e-06,CSPI,Ia,0.957,0,0,0.11599999999999966,0.012041594578792296,0.0,10.78,11.04,11.45,-1.0,-1.0,1.651e-06,,
SN2007so,0.0296667,0.0289285,0.923,0.009,16.781,0.044,24.0,0.1161,0.0116,3.965e-05,CSPI,Ia,,0,0,0.012000000000000455,0.07803204469959761,0.0,10.89,10.97,11.07,-1.0,-1.0,0.00012331,,
SN2007sr,0.0054733,0.0066557,0.988,0.017,13.292,0.058,6.4,0.0398,0.004,-6.53e-06,CSPI,Ia,0.198,0,0,0.14500000000000135,0.05860034129593445,0.0,9.85,10.05,10.17,31.603,0.116,-1.6130000000000005e-06,N4038,c
SN2007st,0.0211667,0.0206508,0.862,0.022,16.104,0.077,4.3,0.0143,0.0014,-2.681e-05,CSPI,Ia,0.951,0,0,0.1479999999999997,0.08360023923410746,0.0,10.85,10.95,11.4,-1.0,-1.0,-6.425e-05,,
SN2007ux,0.0308933,0.031996,0.624,0.006,17.609,0.013,-0.3,0.0386,0.0039,-3.565e-05,CSPI,Ia-86G,0.981,0,0,0.21300000000000097,0.01,0.0,10.23,10.3,10.34,-1.0,-1.0,-1.3426e-05,,
SN2008C,0.01661,0.0170667,0.969,0.024,15.961,0.076,3.5,0.072,0.0072,-6.39e-05,CSPI,Ia,0.981,0,0,0.16500000000000092,0.07440430095095309,0.0,10.35,10.49,10.55,-1.0,-1.0,-1.7829999999999997e-05,,
SN2008O,0.03883,0.039318,0.683,0.01,18.06,0.024,-1.2,0.0763,0.0076,-5.79e-05,CSPI,Ia,0.986,0,0,0.31400000000000006,0.016401219466856725,0.0,11.12,11.33,11.59,-1.0,-1.0,-1.83118e-05,,
SN2008R,0.0134933,0.0128867,0.633,0.006,15.565,0.015,-1.3,0.0618,0.0062,-1.297e-05,CSPI,Ia,0.976,0,0,0.11999999999999922,0.01063014581273465,0.0,11.07,11.25,11.31,-1.0,-1.0,-7.641e-06,,
SN2008ar,0.02613,0.0272474,0.975,0.004,16.877,0.014,-7.1,0.0311,0.0031,6.503e-06,CSPI,Ia,0.984,0,0,0.009000000000000341,0.011401754250991379,0.0,10.11,10.21,10.28,-1.0,-1.0,5.309999999999998e-06,,
SN2008bc,0.0150767,0.0157067,1.058,0.005,15.575,0.008,-7.2,0.2251,0.0225,-7.12e-07,CSPI,Ia,0.979,0,0,-0.02800000000000047,0.00565685424949238,0.0,9.95,10.1,10.23,-1.0,-1.0,1.2013e-05,,
SN2008bd,0.0300833,0.0312803,0.656,0.04,17.74,0.043,15.3,0.0751,0.0075,-0.0009497,CSPI,Ia-91bg,,0,0,0.34499999999999886,0.06762396025078685,0.0,10.99,11.07,11.13,-1.0,-1.0,-0.0017958000000000002,,
SN2008bf,0.0234837,0.0245538,1.019,0.004,16.51,0.008,-7.2,0.0296,0.003,3.933e-07,CSPI,Ia,0.982,0,0,-0.045999999999999375,0.006403124237432849,0.0,11.4,11.4,11.4,-1.0,-1.0,5.211999999999999e-06,,
SN2008bi,0.0134367,0.0143882,0.512,0.023,16.498,0.087,7.4,0.037,0.0037,8.184e-05,CSPI,Ia-91bg,0.972,0,0,0.5790000000000006,0.1292478239662084,0.0,10.27,10.38,10.48,-1.0,-1.0,-5.9090000000000005e-05,,
SN2008bq,0.0339767,0.0344433,1.146,0.009,17.291,0.012,-0.2,0.0774,0.0077,2.718e-05,CSPI,Ia,0.983,0,0,0.045000000000001705,0.009219544457292887,0.0,10.74,10.82,10.91,-1.0,-1.0,-4.504e-05,,
SN2008bt,0.0153533,0.0165796,0.492,0.008,16.387,0.017,-1.2,0.0445,0.0044,1.93e-05,CSPI,Ia-91bg,0.979,0,0,0.5249999999999986,0.01345362404707371,0.0,10.7,10.85,10.91,-1.0,-1.0,-1.492e-05,,
SN2008bz,0.0602367,0.0613265,0.944,0.023,18.772,0.067,1.4,0.0226,0.0023,-3.716e-05,CSPI,Ia,0.957,0,0,-0.04299999999999926,0.06420280367709809,0.0,10.44,10.5,10.56,-1.0,-1.0,-1.3999999999999527e-07,,
SN2008cc,0.0103867,0.0101222,0.809,0.018,14.716,0.06,8.4,0.0355,0.0035,-6.851e-06,CSPI,Ia,0.965,0,0,0.15999999999999837,0.0660302960768767,0.0,10.4,10.48,10.64,-1.0,-1.0,-1.845e-05,,
SN2008cd,0.0074067,0.0084623,1.08,0.144,15.977,0.107,9.3,0.0592,0.0059,0.002187,CSPI,Ia,0.87,0,0,1.6620000000000026,0.13621306838919678,0.0,9.43,9.54,9.64,-1.0,-1.0,-0.00396903,,
SN2008cf,0.0459682,0.0468269,1.093,0.036,17.907,0.066,1.0,0.0577,0.0058,5.244e-06,CSPI,Ia,0.986,0,0,0.010999999999999233,0.06280127387243033,0.0,8.59,8.73,8.97,-1.0,-1.0,-5.8689999999999995e-05,,
SN2008ff,0.0191933,0.0186725,1.087,0.009,15.974,0.022,19.5,0.0436,0.0044,9.356e-06,CSPI,Ia,0.981,0,0,0.17900000000000027,0.018357559750685818,0.0,10.8,10.8,10.8,-1.0,-1.0,-4.120000000000001e-06,,
SN2008fl,0.0199,0.0194172,0.882,0.017,16.126,0.06,3.0,0.1569,0.0157,-1.102e-06,CSPI,Ia,0.982,0,0,0.05599999999999916,0.05940538696111658,0.0,10.87,10.94,11.01,-1.0,-1.0,-4.447000000000001e-06,,
SN2008fp,0.00566,0.0062867,1.103,0.008,13.673,0.009,-4.5,0.1686,0.0169,1.127e-05,CSPI,Ia,0.944,0,0,0.4800000000000004,0.006403124237432849,0.0,10.15,10.2,10.63,-1.0,-1.0,-1.1782e-05,,
SN2008fr,0.0389733,0.0379062,1.043,0.026,17.61,0.067,7.8,0.0395,0.004,-5.782e-05,CSPI,Ia,0.981,0,0,-0.00999999999999801,0.07200694410957877,0.0,7.58,7.73,7.92,-1.0,-1.0,4.157e-05,,
SN2008fu,0.05237,0.0518336,0.824,0.024,18.389,0.071,7.0,0.018,0.0018,6.473e-06,CSPI,Ia,0.986,0,0,-0.03400000000000247,0.08736704184073076,0.0,10.66,10.72,10.8,-1.0,-1.0,-0.000104288,,
SN2008fw,0.0085433,0.0095066,1.117,0.024,14.602,0.061,9.0,0.1123,0.0112,3.37e-05,CSPI,Ia-91T,0.971,0,0,0.07600000000000051,0.0658027355054484,0.0,10.31,10.49,10.61,-1.0,-1.0,-0.00010585999999999999,,
SN2008gg,0.0319933,0.0310658,1.058,0.026,17.138,0.062,3.5,0.0195,0.002,-3.638e-05,CSPI,Ia,0.984,0,0,0.14999999999999858,0.06420280367709809,0.0,10.63,10.73,10.82,-1.0,-1.0,2.1629999999999995e-05,,
SN2008gl,0.0339933,0.0329459,0.867,0.005,17.401,0.012,-2.9,0.0244,0.0024,2.64e-06,CSPI,Ia,0.977,0,0,0.028000000000002245,0.0078102496759066544,0.0,10.81,10.86,10.92,-1.0,-1.0,-3.1259999999999994e-06,,
SN2008go,0.0623667,0.0613133,0.938,0.018,18.668,0.016,-0.5,0.032,0.0032,-5.59e-05,CSPI,Ia,0.986,0,0,0.04200000000000159,0.01,0.0,10.89,10.94,11.0,-1.0,-1.0,4.416e-06,,
SN2008gp,0.03339,0.0328233,0.979,0.004,17.175,0.013,-10.6,0.1042,0.0104,3.199e-06,CSPI,Ia,0.985,0,0,-0.029999999999997584,0.01063014581273465,0.0,10.64,10.73,10.79,-1.0,-1.0,-2.4489999999999998e-06,,
SN2008hj,0.0378667,0.0367224,1.008,0.005,17.52,0.01,-6.3,0.0303,0.003,4.478e-07,CSPI,Ia,0.983,0,0,-0.007999999999999119,0.007071067811865475,0.0,10.2,10.4,10.69,-1.0,-1.0,3.508999999999999e-06,,
SN2008hu,0.0496656,0.050526,0.822,0.024,18.422,0.071,0.1,0.0921,0.0092,4.539e-06,CSPI,Ia,0.985,0,0,0.0259999999999998,0.07,0.0,10.84,10.99,11.07,-1.0,-1.0,-4.368e-05,,
SN2008hv,0.01254,0.01358,0.869,0.004,15.452,0.013,-10.7,0.0279,0.0028,5.892e-06,CSPI,Ia,0.973,0,0,-0.04600000000000115,0.011401754250991379,0.0,10.29,10.55,10.67,-1.0,-1.0,3.4099999999999995e-06,,
SN2008ia,0.0219833,0.02254,0.836,0.006,16.548,0.02,-3.8,0.1954,0.0195,6.723e-06,CSPI,Ia,0.983,0,0,-0.03500000000000014,0.015556349186104044,0.0,10.54,10.77,11.23,-1.0,-1.0,-8.103999999999999e-06,,
SN2009D,0.02499,0.024654,1.157,0.007,16.46,0.009,-6.4,0.0441,0.0044,1.214e-05,CSPI,Ia,0.984,0,0,-0.02099999999999902,0.00565685424949238,0.0,10.35,10.43,10.5,-1.0,-1.0,-1.41306e-05,,
SN2009F,0.0129467,0.01291,0.384,0.007,16.375,0.035,-4.9,0.0895,0.0089,6.318e-05,CSPI,Ia-91bg,0.97,0,0,0.5570000000000022,0.025495097567963924,0.0,10.61,10.79,11.22,-1.0,-1.0,6.529999999999997e-06,,
SN2009I,0.02615,0.0254309,1.083,0.035,17.461,0.026,-3.7,0.0272,0.0027,8.757e-05,CSPI,Ia,0.969,0,0,0.6509999999999998,0.018439088914585774,0.0,10.53,10.74,10.88,-1.0,-1.0,-3.2216000000000005e-05,,
SN2009P,0.0250867,0.0263202,1.082,0.042,17.109,0.029,-0.8,0.0415,0.0042,7.536e-05,CSPI,Ia,0.982,0,0,0.4049999999999976,0.0214009345590327,0.0,9.77,9.87,9.95,-1.0,-1.0,-0.00017427,,
SN2009Y,0.0093467,0.0101034,1.143,0.01,14.561,0.015,-6.6,0.0873,0.0087,2.94e-05,CSPI,Ia,0.97,0,0,0.1460000000000008,0.012041594578792296,0.0,10.66,10.76,10.95,33.094,0.205,-6.0324e-05,N5728,c
SN2009aa,0.02729,0.0284814,0.944,0.004,16.919,0.015,-8.9,0.0295,0.0029,6.684e-06,CSPI,Ia,0.983,0,0,0.012999999999998124,0.012041594578792296,0.0,10.1,10.6,10.8,-1.0,-1.0,-2.662000000000001e-06,,
SN2009ab,0.0111633,0.0108624,0.901,0.006,15.208,0.015,-9.1,0.1838,0.0184,7.082e-06,CSPI,Ia,0.959,0,0,0.034999999999998366,0.01063014581273465,0.0,10.2,10.35,10.78,-1.0,-1.0,9.141000000000001e-06,,
SN2009ad,0.02838,0.0283174,1.105,0.015,16.816,0.016,-7.7,0.0953,0.0095,1.545e-05,CSPI,Ia,0.984,0,0,0.030999999999998806,0.01131370849898476,0.0,10.5,10.58,10.64,-1.0,-1.0,-2.555e-05,,
SN2009ag,0.0086333,0.0092477,0.967,0.005,14.875,0.019,-1.5,0.218,0.0218,-4.414e-06,CSPI,Ia,0.97,0,0,0.1490000000000009,0.014212670403551895,0.0,9.99,10.2,10.6,-1.0,-1.0,3.789999999999997e-07,,
SN2009al,0.02209,0.0232764,0.922,0.013,16.455,0.038,-3.3,0.0212,0.0021,1.368e-05,CSPI,Ia,0.98,0,0,0.18599999999999994,0.027802877548915687,0.0,10.66,10.72,10.77,-1.0,-1.0,3.282e-05,,
SN2009cz,0.0211233,0.0219786,1.167,0.011,16.321,0.016,-5.8,0.0221,0.0022,3.392e-05,CSPI,Ia,0.982,0,0,0.019000000000000128,0.009899494936611667,0.0,10.68,10.75,10.84,-1.0,-1.0,-3.3497e-05,,
SN2009ds,0.0192467,0.0204662,1.121,0.015,16.022,0.02,-8.7,0.0332,0.0033,2.537e-05,CSPI,Ia,0.982,0,0,0.10599999999999987,0.012727922061357855,0.0,10.62,10.77,10.97,-1.0,-1.0,-5.0689e-05,,
SN2009ig,0.0088,0.0080401,1.061,0.014,14.134,0.009,-1.8,0.0269,0.0027,-1.424e-05,,,,,,0.10199999999999854,0.009219544457292887,0.0,10.35,10.35,10.35,32.563,0.074,6.509e-05,N1015,c
SN2009le,0.0177733,0.017027,1.088,0.011,15.87,0.013,-10.1,0.0143,0.0014,7.049e-06,CSPI,Ia,0.976,0,0,0.12199999999999989,0.00848528137423857,0.0,10.66,10.84,11.31,-1.0,-1.0,2.1154e-05,,
SN2011by,0.002843,0.003405,0.968,0.003,13.419,0.008,-12.7,0.0119,0.0012,3.532e-06,,,,,,-0.006000000000000227,0.009219544457292887,0.0,9.47,9.47,9.47,31.635,0.089,-2.9679999999999994e-06,N3972,c
SN2011fe,0.000803,0.0012072,0.97,0.002,10.606,0.008,-15.4,0.0077,0.0008,1.176e-06,,,,,,0.007999999999999119,0.007211102550927979,0.0,10.23,10.23,10.23,29.178,0.041,8.23e-07,M101,c
SN2011iy,0.0042633,0.0053357,1.038,0.006,12.58,0.016,15.6,0.0529,0.0053,-5.568e-06,CSPII,Ia,0.9,0,1,0.24399999999999977,0.012206555615733704,0.0,10.21,10.39,10.83,-1.0,-1.0,1.3017999999999998e-05,,
SN2011jh,0.0077833,0.0089154,0.789,0.005,14.911,0.009,-8.5,0.0322,0.0032,1.001e-05,CSPII,Ia,0.966,0,1,0.3680000000000003,0.0078102496759066544,0.0,10.02,10.09,10.16,-1.0,-1.0,3.1200000000000006e-06,,
SN2011jn,0.0474433,0.0485384,0.641,0.021,18.343,0.067,5.4,0.0593,0.0059,-6.203e-05,CSPII,Ia,0.982,1,0,0.12100000000000222,0.08848163651289458,0.0,11.23,11.35,11.78,-1.0,-1.0,-4.6884e-05,,
SN2011jt,0.02778,0.0284695,0.958,0.027,17.103,0.077,5.7,0.0386,0.0039,-0.0001635,CSPII,Ia,0.985,0,1,0.17799999999999727,0.08241965784932621,0.0,10.25,10.39,10.52,-1.0,-1.0,-1.1900000000000018e-05,,
SN2012E,0.0202367,0.019439,0.846,0.008,16.227,0.012,-1.5,0.0649,0.0065,-2.165e-05,CSPII,Ia,0.982,0,1,0.010999999999999233,0.009219544457292887,0.0,10.36,10.54,10.73,-1.0,-1.0,-2.0209899999999998e-05,,
SN2012G,0.0258,0.0268487,1.154,0.006,16.77,0.008,-0.3,0.0205,0.0021,1.702e-05,CSPII,Ia,0.973,0,1,-0.03999999999999915,0.006403124237432849,0.0,9.58,9.73,9.84,-1.0,-1.0,-1.9752e-05,,
SN2012U,0.0197233,0.0193386,0.904,0.023,16.017,0.065,9.3,0.0227,0.0023,-3.891e-05,CSPII,Ia,0.975,0,1,-0.019000000000000128,0.07963039620647382,0.0,10.38,10.56,10.74,-1.0,-1.0,3.2393e-05,,
SN2012ah,0.0123933,0.0123697,0.904,0.022,15.212,0.064,4.6,0.1545,0.0155,-2.566e-05,CSPII,Ia,0.974,0,1,-0.07500000000000107,0.0722011080247388,0.0,11.5,11.5,11.5,-1.0,-1.0,-6.009999999999992e-06,,
SN2012aq,0.0519633,0.0525508,0.995,0.018,18.248,0.06,6.7,0.0338,0.0034,-1.792e-05,CSPII,Ia,0.972,1,0,0.006000000000000227,0.06300793600809346,0.0,7.63,7.77,8.01,-1.0,-1.0,5.47e-07,,
SN2012ar,0.02824,0.028536,0.807,0.006,17.015,0.008,-1.6,0.2024,0.0202,-5.228e-06,CSPII,Ia,0.982,1,1,0.03300000000000125,0.006403124237432849,0.0,10.84,10.94,11.02,-1.0,-1.0,-5.251e-06,,
SN2012bl,0.0186933,0.0181998,1.08,0.016,16.031,0.013,-4.2,0.0297,0.003,2.237e-05,CSPII,Ia,0.977,0,1,0.04400000000000048,0.00848528137423857,0.0,9.85,10.09,10.24,-1.0,-1.0,4.327e-06,,
SN2012bo,0.0254133,0.0265314,1.154,0.007,16.798,0.01,-4.6,0.0447,0.0045,1.638e-05,CSPII,Ia,0.983,0,1,0.011999999999996902,0.006403124237432849,0.0,10.15,10.32,10.4,-1.0,-1.0,-2.1109e-05,,
SN2012cg,0.001458,0.0025798,1.013,0.007,12.45,0.013,-16.5,0.0179,0.0018,4.617e-06,,,,,,0.07099999999999973,0.009433981132056603,0.0,9.6,9.7,9.8,30.844,0.128,1.4940000000000001e-05,N4424,c
SN2012fr,0.0054533,0.0051291,1.109,0.004,12.792,0.006,-12.7,0.0177,0.0018,2.225e-06,CSPII,Ia,0.981,0,1,0.0129999999999999,0.0058309518948453,0.0,11.06,11.25,11.32,31.378,0.056,-3.747e-06,N1365,c
SN2012gm,0.01478,0.013553,0.987,0.004,15.588,0.006,-7.5,0.0393,0.0039,1.825e-06,CSPII,Ia,0.977,0,1,0.17300000000000004,0.004242640687119285,0.0,9.9,10.01,10.08,-1.0,-1.0,2.679999999999998e-07,,
SN2012hd,0.0119433,0.0111341,0.888,0.004,15.263,0.01,-12.3,0.0228,0.0023,9.148e-06,CSPII,Ia,0.973,0,1,0.12299999999999933,0.0078102496759066544,0.0,10.38,10.44,10.54,-1.0,-1.0,5.649e-06,,
SN2012hl,0.0329772,0.0318991,0.928,0.022,17.888,0.016,-1.6,0.053,0.0053,-4.657e-05,CSPII,Ia,0.939,0,0,0.34399999999999764,0.011401754250991379,0.0,7.18,7.31,7.46,-1.0,-1.0,2.2960000000000004e-05,,
SN2012hr,0.0075567,0.0078716,0.973,0.001,14.344,0.005,-9.4,0.0389,0.0039,5.545e-07,CSPII,Ia,0.966,0,1,0.008999999999998565,0.004242640687119285,0.0,10.21,10.32,10.45,-1.0,-1.0,-3.9699999999999997e-07,,
SN2012ht,0.0035567,0.0046846,0.868,0.003,13.725,0.01,-13.3,0.0252,0.0025,7.55e-06,CSPII,Ia,,0,1,-0.016000000000000014,0.009899494936611667,0.0,8.06,8.06,8.06,31.936,0.034,8.199999999999854e-08,N3447,c
SN2012id,0.0157367,0.0155401,0.824,0.033,15.692,0.074,2.9,0.4255,0.0426,-0.0001341,CSPII,Ia,0.977,0,1,0.054999999999999716,0.0776659513557904,0.0,9.85,10.01,10.16,-1.0,-1.0,-0.00016318000000000002,,
SN2012ij,0.01099,0.012107,0.536,0.008,15.699,0.015,-4.3,0.0235,0.0024,7.158e-06,CSPII,Ia,0.969,0,1,0.2569999999999997,0.016278820596099707,0.0,9.8,9.94,10.11,-1.0,-1.0,-3.142000000000001e-05,,
SN2013E,0.0094067,0.0104565,1.129,0.004,14.388,0.006,-9.7,0.0843,0.0084,4.923e-06,CSPII,Ia,0.951,0,1,0.07600000000000051,0.004242640687119285,0.0,9.83,9.96,9.99,-1.0,-1.0,-8.3105e-06,,
SN2013H,0.0154767,0.0158792,1.048,0.005,15.987,0.008,-10.5,0.1134,0.0113,1.434e-06,CSPII,Ia,0.98,0,1,0.18599999999999994,0.006403124237432849,0.0,10.32,10.5,10.6,-1.0,-1.0,1.147e-05,,
SN2013M,0.03493,0.0357427,0.941,0.005,17.246,0.014,-7.1,0.0719,0.0072,2.787e-06,CSPII,Ia,0.934,1,1,0.022999999999999687,0.013038404810405297,0.0,10.73,10.9,11.04,-1.0,-1.0,5.99e-06,,
SN2013U,0.0344833,0.0356518,1.213,0.011,17.268,0.013,-3.8,0.0245,0.0025,1.908e-05,CSPII,Ia-91T,0.842,1,1,0.1680000000000028,0.01,0.0,10.15,10.27,10.31,-1.0,-1.0,-1.3299999999999991e-06,,
SN2013aa,0.0039967,0.0046654,1.002,0.002,11.937,0.006,-4.8,0.1458,0.0146,-3.522e-07,CSPII,Ia,0.888,0,1,-0.0779999999999994,0.005,0.0,9.85,9.99,10.12,30.546,0.052,8.299999999999988e-08,N5643,c
SN2013ad,0.0363748,0.0358694,0.991,0.013,17.025,0.015,-2.7,0.3692,0.0369,-1.484e-05,CSPII,Ia,0.639,1,0,-0.08899999999999864,0.01,0.0,11.5,11.5,11.5,-1.0,-1.0,2.6039999999999998e-05,,
