sn,zhel,zcmb,st,est,Mmax,eMmax,t0,EBVmw,eEBVmw,covMs,Ho,eHo,meth,BV,eBV,covBV_M,host,dist,edist,m,ml,mu,sample,subtype,quality,caltype,covBVs
SN2008hj,0.0378667,0.0367224,1.008,0.005,17.543,0.019,-7.3,0.0303,0.003,8.295e-06,,,,-0.007999999999999119,0.007071067811865475,0.0,N/A,-1.0,-1.0,10.4,10.2,10.69,CSPI,Ia,0.983,none,3.508999999999999e-06
SN2008hs,0.017349,0.0166411,0.611,0.006,16.207,0.027,-9.7,0.0497,0.005,1.357e-05,,,,0.07499999999999929,0.02441311123146741,0.0,NGC0910,34.459,0.093,11.504,11.401,11.607,N/A,N/A,0.0,s,-1.0900000000000014e-06
SN2008hu,0.0496656,0.050526,0.822,0.024,18.271,0.03,-1.9,0.0921,0.0092,-2.252e-05,,,,0.0259999999999998,0.07,0.0,N/A,-1.0,-1.0,10.99,10.84,11.07,CSPI,Ia,0.985,none,-4.368e-05
SN2008hv,0.01254,0.01358,0.869,0.004,15.279,0.011,-12.7,0.0279,0.0028,3.608e-06,,,,-0.04600000000000115,0.011401754250991379,0.0,NGC2765,33.725,0.083,10.55,10.370000000000001,10.73,N/A,N/A,0.0,s,3.4099999999999995e-06
SN2008ia,0.0219833,0.02254,0.836,0.006,16.26,0.025,-1.8,0.1954,0.0195,1.427e-05,,,,-0.03500000000000014,0.015556349186104044,0.0,ESO125-G006,34.896,0.195,10.77,10.27,11.27,N/A,N/A,0.0,s,-8.103999999999999e-06
SN2009D,0.02499,0.024654,1.157,0.007,16.349,0.011,-2.6,0.0441,0.0044,7.29e-06,,,,-0.02099999999999902,0.00565685424949238,0.0,N/A,-1.0,-1.0,10.43,10.35,10.5,CSPI,Ia,0.984,none,-1.41306e-05
SN2009F,0.0129467,0.01291,0.384,0.007,16.023,0.024,-4.0,0.0895,0.0089,4.3e-05,,,,0.5570000000000022,0.025495097567963924,0.0,N/A,-1.0,-1.0,10.79,10.61,11.22,CSPI,Ia-91bg,0.97,none,6.529999999999997e-06
SN2009I,0.02615,0.0254309,1.083,0.035,16.726,0.017,-5.7,0.0272,0.0027,-5.693e-05,,,,0.6509999999999998,0.018439088914585774,0.0,N/A,-1.0,-1.0,10.74,10.53,10.88,CSPI,Ia,0.969,none,-3.2216000000000005e-05
SN2009P,0.0250867,0.0263202,1.082,0.042,16.711,0.095,0.1,0.0415,0.0042,-0.0003967,,,,0.4049999999999976,0.0214009345590327,0.0,N/A,-1.0,-1.0,9.87,9.77,9.95,CSPI,Ia,0.982,none,-0.00017427
SN2009Y,0.0093467,0.0101034,1.143,0.01,14.494,0.015,-7.6,0.0873,0.0087,1.914e-05,,,,0.1460000000000008,0.012041594578792296,0.0,N/A,-1.0,-1.0,10.76,10.66,10.95,CSPI,Ia,0.97,none,-6.0324e-05
SN2009aa,0.02729,0.0284814,0.944,0.004,16.768,0.013,-9.8,0.0295,0.0029,1.061e-05,,,,0.012999999999998124,0.012041594578792296,0.0,N/A,-1.0,-1.0,10.6,10.1,10.8,CSPI,Ia,0.983,none,-2.662000000000001e-06
SN2009ab,0.0111633,0.0108624,0.901,0.006,14.952,0.016,-8.1,0.1838,0.0184,4.029e-05,,,,0.034999999999998366,0.01063014581273465,0.0,N/A,-1.0,-1.0,10.35,10.2,10.78,CSPI,Ia,0.959,none,9.141000000000001e-06
SN2009ad,0.02838,0.0283174,1.105,0.015,16.673,0.014,-3.8,0.0953,0.0095,1.395e-05,,,,0.030999999999998806,0.01131370849898476,0.0,N/A,-1.0,-1.0,10.58,10.5,10.64,CSPI,Ia,0.984,none,-2.555e-05
SN2009ag,0.0086333,0.0092477,0.967,0.005,14.6,0.013,-3.5,0.218,0.0218,-1.501e-05,,,,0.1490000000000009,0.014212670403551895,0.0,N/A,-1.0,-1.0,10.2,9.99,10.6,CSPI,Ia,0.97,none,3.789999999999997e-07
SN2009al,0.02209,0.0232764,0.922,0.013,16.355,0.024,-6.3,0.0212,0.0021,6.285e-05,,,,0.18599999999999994,0.027802877548915687,0.0,N/A,-1.0,-1.0,10.72,10.66,10.77,CSPI,Ia,0.98,none,3.282e-05
SN2009cz,0.0211233,0.0219786,1.167,0.011,16.179,0.017,-3.8,0.0221,0.0022,2.736e-05,,,,0.019000000000000128,0.009899494936611667,0.0,N/A,-1.0,-1.0,10.75,10.68,10.84,CSPI,Ia,0.982,none,-3.3497e-05
SN2009ds,0.0192467,0.0204662,1.121,0.015,15.91,0.02,-6.5,0.0332,0.0033,6.057e-05,,,,0.10599999999999987,0.012727922061357855,0.0,N/A,-1.0,-1.0,10.77,10.62,10.97,CSPI,Ia,0.982,none,-5.0689e-05
SN2009le,0.0177733,0.017027,1.088,0.011,15.997,0.026,-12.2,0.0143,0.0014,8.674e-06,,,,0.12199999999999989,0.00848528137423857,0.0,N/A,-1.0,-1.0,10.84,10.66,11.31,CSPI,Ia,0.976,none,2.1154e-05
SN2010Y,0.0109,0.0112644,0.658,0.006,15.253,0.024,-8.4,0.0117,0.0012,6.177e-06,,,,0.02200000000000024,0.016401219466856725,0.0,NGC3392,33.861,0.088,10.58,10.474,10.686,N/A,N/A,0.0,s,-3.3300000000000003e-06
SN2011iv,0.00649,0.0061827,0.699,0.007,12.659,0.026,-3.4,0.0098,0.001,-3.626e-05,32.066,0.351,Ho,0.030999999999998806,0.01063014581273465,0.0,NGC1404,31.526,0.072,10.932,10.897,10.967,N/A,N/A,0.0,s,-3.2e-06
SN2011iy,0.0042633,0.0053357,1.038,0.006,12.561,0.039,15.6,0.0529,0.0053,-1.47e-05,,,,0.24399999999999977,0.012206555615733704,0.0,N/A,-1.0,-1.0,10.39,10.21,10.83,CSPII,Ia,0.9,none,1.3017999999999998e-05
SN2011jh,0.0077833,0.0089154,0.789,0.005,14.372,0.016,-3.5,0.0322,0.0032,6.884e-06,,,,0.3680000000000003,0.0078102496759066544,0.0,N/A,-1.0,-1.0,10.09,10.02,10.16,CSPII,Ia,0.966,none,3.1200000000000006e-06
SN2011jn,0.0474433,0.0485384,0.641,0.021,17.945,0.125,5.5,0.0593,0.0059,-0.0003445,,,,0.12100000000000222,0.08848163651289458,0.0,N/A,-1.0,-1.0,11.35,11.23,11.78,CSPII,Ia,0.982,none,-4.6884e-05
SN2012aq,0.0519633,0.0525508,0.995,0.018,18.017,0.072,11.6,0.0338,0.0034,-1.123e-05,,,,0.006000000000000227,0.06300793600809346,0.0,N/A,-1.0,-1.0,7.77,7.63,8.01,CSPII,Ia,0.972,none,5.47e-07
SN2012ar,0.02824,0.028536,0.807,0.006,16.708,0.074,1.4,0.2024,0.0202,-1.264e-05,,,,0.03300000000000125,0.006403124237432849,0.0,N/A,-1.0,-1.0,10.94,10.84,11.02,CSPII,Ia,0.982,none,-5.251e-06
SN2012bl,0.0186933,0.0181998,1.08,0.016,15.918,0.082,2.8,0.0297,0.003,-3.265e-05,,,,0.04400000000000048,0.00848528137423857,0.0,N/A,-1.0,-1.0,10.09,9.85,10.24,CSPII,Ia,0.977,none,4.327e-06
SN2012bo,0.0254133,0.0265314,1.154,0.007,16.592,0.069,0.4,0.0447,0.0045,8.032e-06,,,,0.011999999999996902,0.006403124237432849,0.0,N/A,-1.0,-1.0,10.32,10.15,10.4,CSPII,Ia,0.983,none,-2.1109e-05
SN2012cg,0.001458,0.0025798,1.013,0.007,12.295,0.016,-14.5,0.0179,0.0018,3.971e-05,30.168,0.841,Ho,0.07099999999999973,0.009433981132056603,0.0,NGC4424,31.02,0.18,9.706,9.623,9.789,N/A,N/A,0.0,s,1.4940000000000001e-05
SN2012gm,0.01478,0.013553,0.987,0.004,15.267,0.01,-7.4,0.0393,0.0039,3.658e-06,,,,0.17300000000000004,0.004242640687119285,0.0,N/A,-1.0,-1.0,10.01,9.9,10.08,CSPII,Ia,0.977,none,2.679999999999998e-07
SN2012hd,0.0119433,0.0111341,0.888,0.004,14.989,0.016,-12.2,0.0228,0.0023,3.254e-06,,,,0.12299999999999933,0.0078102496759066544,0.0,N/A,-1.0,-1.0,10.44,10.38,10.54,CSPII,Ia,0.973,none,5.649e-06
SN2012hr,0.0075567,0.0078716,0.973,0.001,14.147,0.007,-4.5,0.0389,0.0039,5.17e-07,,,,0.008999999999998565,0.004242640687119285,0.0,N/A,-1.0,-1.0,10.32,10.21,10.45,CSPII,Ia,0.966,none,-3.9699999999999997e-07
SN2013E,0.0094067,0.0104565,1.129,0.004,14.193,0.051,10.3,0.0843,0.0084,1.437e-05,,,,0.07600000000000051,0.004242640687119285,0.0,N/A,-1.0,-1.0,9.96,9.83,9.99,CSPII,Ia,0.951,none,-8.3105e-06
SN2013H,0.0154767,0.0158792,1.048,0.005,15.43,0.08,8.5,0.1134,0.0113,7.523e-06,,,,0.18599999999999994,0.006403124237432849,0.0,N/A,-1.0,-1.0,10.5,10.32,10.6,CSPII,Ia,0.98,none,1.147e-05
SN2013M,0.03493,0.0357427,0.941,0.005,17.017,0.026,-5.1,0.0719,0.0072,-6.292e-08,,,,0.022999999999999687,0.013038404810405297,0.0,N/A,-1.0,-1.0,10.9,10.73,11.04,CSPII,Ia,0.934,none,5.99e-06
SN2013U,0.0344833,0.0356518,1.213,0.011,16.78,0.083,7.1,0.0245,0.0025,3.099e-05,,,,0.1680000000000028,0.01,0.0,N/A,-1.0,-1.0,10.27,10.15,10.31,CSPII,Ia-91T,0.842,none,-1.3299999999999991e-06
SN2013aa,0.0039967,0.0046654,1.002,0.002,11.747,0.008,-0.8,0.1458,0.0146,-1.843e-06,,,,-0.0779999999999994,0.005,0.0,N/A,-1.0,-1.0,9.99,9.85,10.12,CSPII,Ia,0.888,none,8.299999999999988e-08
SN2013ad,0.0363748,0.0358694,0.991,0.013,16.808,0.021,-0.7,0.3692,0.0369,-1.483e-05,,,,-0.08899999999999864,0.01,0.0,N/A,-1.0,-1.0,11.5,11.5,11.5,CSPII,Ia,0.639,none,2.6039999999999998e-05
SN2013aj,0.00912,0.0100653,0.794,0.005,14.293,0.021,-4.9,0.0316,0.0032,-7.264e-06,,,,0.0519999999999996,0.009219544457292887,0.0,N/A,-1.0,-1.0,9.99,9.82,10.38,CSPII,Ia,0.969,none,3.427999999999999e-06
SN2013as,0.0684526,0.0696439,1.007,0.021,18.739,0.094,5.6,0.0336,0.0034,-9.832e-05,,,,0.0009999999999976694,0.0658027355054484,0.0,N/A,-1.0,-1.0,8.59,8.43,8.95,CSPII,Ia,0.984,none,-5.059999999999999e-06
SN2013ay,0.0157167,0.0156526,0.495,0.019,15.828,0.089,7.5,0.0622,0.0062,-0.0001781,,,,0.5299999999999994,0.08348652585896721,0.0,N/A,-1.0,-1.0,10.72,10.64,10.82,CSPII,Ia,0.953,none,-5.4080000000000004e-05
SN2013az,0.0372533,0.037464,0.767,0.028,17.164,0.089,2.5,0.0271,0.0027,-0.0001273,,,,0.08399999999999963,0.06940461079784253,0.0,N/A,-1.0,-1.0,10.99,10.93,11.07,CSPII,Ia,0.972,none,5.700000000000003e-06
SN2013bc,0.02245,0.023528,0.482,0.022,17.089,0.09,0.8,0.0407,0.0041,-1.467e-05,,,,0.7510000000000012,0.0658027355054484,0.0,N/A,-1.0,-1.0,10.47,10.28,10.55,CSPII,Ia,0.98,none,-8.650999999999999e-06
SN2013bz,0.01915,0.0201818,1.15,0.009,15.604,0.021,-4.9,0.0377,0.0038,-1.963e-06,,,,0.15399999999999991,0.009899494936611667,0.0,N/A,-1.0,-1.0,9.98,9.94,10.04,CSPII,Ia-91T,0.855,none,-4.879e-05
SN2013fy,0.0308467,0.0301903,1.17,0.011,16.78,0.102,7.4,0.023,0.0023,9.216e-05,,,,0.022999999999999687,0.00848528137423857,0.0,N/A,-1.0,-1.0,10.86,10.77,10.96,CSPII,Ia,0.985,none,-3.0946e-05
SN2013fz,0.0205933,0.0205517,1.016,0.004,15.987,0.07,5.4,0.0119,0.0012,-2.691e-06,,,,0.004999999999999005,0.004242640687119285,0.0,N/A,-1.0,-1.0,10.69,10.61,10.77,CSPII,Ia,0.98,none,7.739e-07
SN2013gv,0.0340967,0.0334585,0.846,0.008,17.271,0.018,-3.4,0.1434,0.0143,-2.028e-06,,,,-0.01799999999999713,0.012041594578792296,0.0,N/A,-1.0,-1.0,11.27,11.16,11.56,CSPII,Ia,0.973,none,-2.0000000000000486e-07
SN2013gy,0.0140133,0.0135587,0.911,0.003,15.123,0.014,-12.4,0.0485,0.0049,4.362e-06,,,,-0.008000000000000895,0.006403124237432849,0.0,N/A,-1.0,-1.0,9.0,8.98,9.16,CSPII,Ia,0.976,none,2.5870000000000004e-06
SN2013hn,0.01513,0.0160268,0.823,0.026,15.623,0.121,6.4,0.0529,0.0053,-0.0001851,,,,-0.06300000000000061,0.06661080993352356,0.0,N/A,-1.0,-1.0,10.99,10.84,11.07,CSPII,Ia,0.98,none,-6.732e-05
SN2014I,0.0299933,0.0302041,0.913,0.003,16.861,0.013,-7.2,0.0207,0.0021,1.088e-06,,,,0.012000000000000455,0.006403124237432849,0.0,N/A,-1.0,-1.0,10.9,10.76,11.31,CSPII,Ia,0.98,none,2.1750000000000004e-06
SN2014Z,0.02126,0.0209246,0.992,0.03,16.103,0.083,3.0,0.0246,0.0025,-0.0001914,,,,-0.010000000000001563,0.060802960454241044,0.0,N/A,-1.0,-1.0,10.75,10.66,10.81,CSPII,Ia,0.983,none,-1.2150000000000004e-05
SN2014ba,0.0058367,0.0049902,0.338,0.02,14.059,0.084,6.9,0.0102,0.001,-7.009e-05,,,,0.9439999999999991,0.09402127418834526,0.0,N/A,-1.0,-1.0,10.64,10.56,11.06,CSPII,Ia-91bg,0.954,none,3.7699999999999995e-06
SN2014dl,0.0329433,0.0331433,1.206,0.011,16.495,0.02,-4.7,0.0547,0.0055,3.346e-06,,,,0.019999999999999574,0.0078102496759066544,0.0,N/A,-1.0,-1.0,9.48,9.19,9.68,CSPII,Ia-91T,0.694,none,8.69e-06
SN2014dn,0.0221733,0.0221408,0.466,0.005,17.009,0.074,3.8,0.0161,0.0016,-2.872e-05,,,,0.6529999999999987,0.01,0.0,N/A,-1.0,-1.0,10.65,10.58,10.72,CSPII,Ia,0.982,none,-3.5830000000000003e-06
SN2014eg,0.01862,0.018331,1.177,0.01,14.952,0.064,-0.8,0.0257,0.0026,-6.079e-07,,,,0.2569999999999997,0.009219544457292887,0.0,N/A,-1.0,-1.0,11.62,11.47,11.73,CSPII,Ia-91T,0.947,none,-2.6147e-05
SNhunt281,0.0040667,0.004706,0.693,0.003,13.831,0.012,-3.0,0.0454,0.0045,-7.78e-06,,,,0.04499999999999993,0.007071067811865475,0.0,N/A,-1.0,-1.0,9.75,9.66,9.85,CSPII,Ia,0.947,none,-1.6239999999999996e-06
